Finished step 297 of 5004 in epoch 0,loss=5.456, acc=0.004 (730.958 img/s).
Finished step 298 of 5004 in epoch 0,loss=5.495, acc=0.004 (749.471 img/s).
Finished step 299 of 5004 in epoch 0,loss=5.469, acc=0.012 (578.424 img/s).
Finished step 300 of 5004 in epoch 0,loss=5.538, acc=0.000 (674.754 img/s).
Finished step 301 of 5004 in epoch 0,loss=5.558, acc=0.008 (724.797 img/s).
Finished step 302 of 5004 in epoch 0,loss=5.477, acc=0.016 (700.474 img/s).
Finished step 303 of 5004 in epoch 0,loss=5.491, acc=0.008 (715.948 img/s).
Finished step 304 of 5004 in epoch 0,loss=5.443, acc=0.000 (700.495 img/s).
Finished step 305 of 5004 in epoch 0,loss=5.489, acc=0.000 (706.460 img/s).
Finished step 306 of 5004 in epoch 0,loss=5.512, acc=0.012 (650.178 img/s).
Finished step 307 of 5004 in epoch 0,loss=5.435, acc=0.004 (797.164 img/s).
Finished step 308 of 5004 in epoch 0,loss=5.425, acc=0.000 (679.111 img/s).
Finished step 309 of 5004 in epoch 0,loss=5.504, acc=0.004 (608.616 img/s).
Finished step 310 of 5004 in epoch 0,loss=5.419, acc=0.008 (713.315 img/s).
Finished step 311 of 5004 in epoch 0,loss=5.480, acc=0.020 (667.329 img/s).
Finished step 312 of 5004 in epoch 0,loss=5.420, acc=0.008 (731.349 img/s).
Finished step 313 of 5004 in epoch 0,loss=5.502, acc=0.000 (115.314 img/s).
Finished step 314 of 5004 in epoch 0,loss=5.417, acc=0.012 (721.724 img/s).
Finished step 315 of 5004 in epoch 0,loss=5.552, acc=0.000 (733.740 img/s).
Finished step 316 of 5004 in epoch 0,loss=5.493, acc=0.004 (663.591 img/s).
Finished step 317 of 5004 in epoch 0,loss=5.442, acc=0.000 (623.341 img/s).
Finished step 318 of 5004 in epoch 0,loss=5.465, acc=0.008 (660.548 img/s).
Finished step 319 of 5004 in epoch 0,loss=5.437, acc=0.020 (735.022 img/s).
Finished step 320 of 5004 in epoch 0,loss=5.455, acc=0.004 (689.853 img/s).
Finished step 321 of 5004 in epoch 0,loss=5.564, acc=0.016 (627.859 img/s).
Finished step 322 of 5004 in epoch 0,loss=5.430, acc=0.004 (654.114 img/s).
Finished step 323 of 5004 in epoch 0,loss=5.524, acc=0.004 (686.585 img/s).
Finished step 324 of 5004 in epoch 0,loss=5.432, acc=0.008 (578.163 img/s).
Finished step 325 of 5004 in epoch 0,loss=5.511, acc=0.008 (702.515 img/s).
